1.71,0,0,0,0,0,0,-3.014983e-16,-5.004676
1.71,0,0,0,0,0,0,-3.014983e-16,-5.004676
1.71,0,0,0,0,0,0,-3.014983e-16,-5.004676
1.71,0,0,0,0,0,0,-3.014983e-16,-5.004676
1.71,0,0,0,0,0,0,-3.014983e-16,-5.004676
1.71,1.08,0,0,0,0,0,-3.014983e-16,-5.004676
1.71,1.08,1.08,0,5,0,0,0,-15
1.71,1.08,1.08,0,5,2.325,0,0,-15
1.71,1.08,1.08,0,5,2.325,0,0,-15
1.71,1.08,1.08,0,5,2.325,1.71,79.97221,-10.0048
1.71,1.08,1.08,0,5,2.325,1.71,79.97221,-10.0048
1.71,1.08,1.08,5,5,2.325,1.71,79.97221,-10.0048
1.71,1.08,1.08,5,5,2.325,1.71,79.97221,-10.0048
1.875,0.915,1.11,5,5,2.22,1.68,80.00283,-10.00022
1.875,0.915,1.11,5,5,2.22,1.68,80.00283,-10.00022
2.175,0.63,1.23,5,4.71,2.01,1.59,60.19944,-10.00058
2.325,0.51,1.305,5,4.14,1.89,1.53,44.2351,-10.00039
2.34,0.495,1.38,5,3.84,1.8,1.455,40.37396,-10.00223
2.34,0.51,1.455,5,3.615,1.725,1.395,31.69566,-10.00179
2.325,0.54,1.545,5,3.39,1.635,1.32,-23.09633,-10.00228
2.31,0.57,1.62,5,3.18,1.545,1.245,-36.93871,-10.00013
2.19,0.675,1.68,5,3.12,1.485,1.185,-55.90454,-10.00272
2.07,0.78,1.74,5,3.06,1.425,1.11,-65.23777,-10.00223
2.07,0.78,1.74,5,3.06,1.425,1.11,-65.23777,-10.00223
1.785,1.05,1.83,5,3.105,1.335,1.005,-80.00079,-10.00043
1.635,1.185,1.86,5,3.18,1.305,0.96,-80.01173,-10.00438
1.41,1.395,1.86,5,3.48,1.32,0.945,-80.00909,-9.999576
1.215,1.59,1.86,5,3.915,1.35,0.93,-79.98302,-10.00284
1.02,1.77,1.845,5,4.53,1.395,0.945,-79.97839,-10.00275
0.84,1.95,1.815,5,5,1.485,0.975,-80.01706,-10.00057
0.69,2.1,1.785,5,5,1.59,1.02,-37.63355,-10.00179
0.555,2.25,1.725,5,5,1.725,1.08,16.61648,-10.00362
0.54,2.265,1.68,5,5,1.8,1.125,22.68727,-10.00081
0.615,2.19,1.65,5,5,1.83,1.155,28.39032,-10.00153
0.69,2.115,1.62,5,5,1.86,1.185,37.5421,-10.00228
0.765,2.04,1.59,5,5,1.875,1.215,43.19843,-10.00266
0.84,1.965,1.56,5,5,1.875,1.23,47.58324,-10.00266
0.915,1.89,1.545,5,5,1.875,1.245,47.3652,-10.00107
0.9899999,1.8,1.53,5,5,1.875,1.26,45.87274,-10
1.065,1.725,1.53,5,5,1.86,1.275,21.01064,-11.21266
1.125,1.665,1.515,5,5,1.845,1.275,14.67122,-11.40939
1.185,1.62,1.515,5,5,1.83,1.275,8.279562,-11.41461
1.185,1.62,1.515,5,5,1.83,1.275,8.279562,-11.41461
1.26,1.53,1.515,5,5,1.785,1.275,0.03104224,-11.42981
1.29,1.5,1.515,5,5,1.77,1.275,-2.68264,-11.4082
1.32,1.47,1.53,5,5,5,1.245,90,-11.99828
1.29,1.5,1.53,5,5,5,1.245,90,-11.99828
1.29,1.5,1.53,5,5,5,1.245,90,-11.99828
2.4,0.54,1.89,5,4.365,5,1.035,85.14948,-8.545848
3.015,0.195,2.28,3.96,4.455,5,0.93,80.50507,-6.245372
3.015,0.195,2.28,3.96,4.455,5,0.93,80.50507,-6.245372
3.09,0.195,2.43,3.78,4.395,5,0.84,80.50507,-6.245372
3.15,0.21,2.595,3.6,4.335,5,0.825,80.59439,-6.284038
3.225,0.225,2.775,3.42,4.275,5,0.87,80.6864,-6.329617
3.285,0.255,2.97,3.24,4.215,5,1.005,80.9127,-6.42846
3.345,0.3,3.18,3.075,4.17,5,1.125,81.30636,-6.609457
3.42,0.345,3.42,2.94,4.14,5,1.245,81.78014,-6.832757
3.495,0.405,3.705,2.85,4.125,5,1.335,82.58019,-7.207165
3.585,0.48,4.02,2.745,4.11,5,1.44,83.87286,-7.84836
3.69,0.585,4.395,2.64,4.14,5,1.515,86.28078,-9.224782
3.855,0.705,4.89,2.565,4.23,5,1.575,90,-11.99828
4.185,0.885,5,2.535,4.515,4.395,1.62,90,-11.99818
5,1.26,5,2.775,5,3.24,1.545,90,-11.9798
5,2.265,1.38,3.33,5,2.595,1.47,79.98696,-10.00656
5,5,1.335,4.545,5,2.16,1.425,80.07956,-9.999276
5,5,1.335,5,5,2.085,1.425,-3.24336e-17,-10.00296
5,5,1.335,5,5,1.995,1.41,-3.025264e-17,-10.00013
5,5,1.335,5,5,1.995,1.41,-3.025264e-17,-10.00013
5,5,1.335,5,5,2.01,1.425,-3.059553e-17,-10.00058
5,5,1.32,5,5,2.01,1.425,-3.059553e-17,-10.00058
5,5,1.32,5,5,2.025,1.425,4.641943e-16,-10.00103
5,5,1.305,4.815,4.8,2.025,1.44,3.840068e-16,-10.00729
5,5,1.305,4.53,4.515,2.04,1.44,-1.222217e-16,-9.997714
3.465,4.8,1.29,4.26,4.245,2.055,1.455,-3.624794e-16,-10.00338
1.38,2.055,1.29,3.975,3.96,2.055,1.455,-8.810705e-16,-10.00474
1.365,1.395,1.275,3.705,3.69,2.07,1.47,6.221278e-16,-10.00574
1.38,1.38,1.275,3.42,3.405,2.07,1.47,-3.461499e-17,-10.00316
1.38,1.365,1.26,3.135,3.12,2.085,1.485,-3.24336e-17,-10.00296
1.395,1.35,1.26,2.865,2.85,2.085,1.485,-3.24336e-17,-10.00296
1.395,1.35,1.26,2.58,2.565,2.1,1.485,-3.282804e-17,-10.00347
1.395,1.35,1.26,2.58,2.565,2.1,1.485,-3.282804e-17,-10.00347
1.41,1.335,1.245,2.025,2.01,2.115,1.5,-3.323219e-17,-10.004
1.41,1.335,1.23,1.755,1.74,2.115,1.515,-3.323219e-17,-10.004
1.41,1.335,1.23,1.755,1.74,2.115,1.515,-3.323219e-17,-10.004
1.425,1.32,1.215,1.185,1.17,1.575,1.53,-2.39397e-17,-10.00068
1.44,1.305,1.215,0.915,0.9,1.2,1.53,-3.548996e-16,-8.473486
1.44,1.305,1.2,0.645,0.63,0.84,1.545,-3.258814e-16,-6.159658
1.455,1.305,1.2,0.405,0.39,0.51,1.545,-3.099802e-16,-5.387909
