0,0,0,0,0,0,0,-3.014983e-16,-5.004676
0.915,0,0,0,0,0,0,-3.014983e-16,-5.004676
0.915,0,0,0,0,0,0,-3.014983e-16,-5.004676
0.915,0,0,0,0,0,0,-3.014983e-16,-5.004676
0.915,0,1.875,0,0,0,0,-3.014983e-16,-5.004676
0.915,0,1.875,0,0,0,0,-3.014983e-16,-5.004676
0.915,0,1.875,0,4.68,0,0,-3.014983e-16,-10.00114
0.915,1.875,1.875,0,4.68,0,0,0,-10.02261
0.915,1.875,1.875,0,4.68,1.38,0,0,-10.02261
0.915,1.875,1.875,0,4.68,1.38,0.915,0,-10.02261
0.915,1.875,1.875,5,4.68,1.38,0.915,-79.97966,-10.00176
0.915,1.875,1.875,5,4.68,1.38,0.915,-79.97966,-10.00176
0.75,2.04,1.845,5,5,1.47,0.945,-80.00436,-10.00398
0.6,2.205,1.8,5,5,1.575,0.9899999,-51.85627,-10
0.465,2.34,1.755,5,5,1.725,1.065,1.913127,-10.00211
0.45,2.37,1.695,4.965,5,1.83,1.11,18.41375,-10.00153
0.525,2.295,1.65,4.95,5,1.875,1.155,23.31181,-10.00266
0.6,2.22,1.62,4.965,5,1.905,1.185,29.18552,-10.00345
0.675,2.13,1.575,4.995,5,1.935,1.23,41.05235,-10.0039
0.75,2.055,1.545,5,5,1.95,1.26,49.74615,-10.00222
0.75,2.055,1.545,5,5,1.95,1.26,49.74615,-10.00222
0.915,1.875,1.5,5,5,1.965,1.305,57.77716,-10.00176
0.9899999,1.8,1.485,5,5,1.95,1.305,57.01598,-10
1.095,1.71,1.47,5,5,1.935,1.32,25.20583,-11.28911
1.17,1.62,1.47,5,5,1.905,1.32,12.78186,-11.40176
1.23,1.56,1.47,5,5,1.905,1.32,6.535223,-11.40176
1.275,1.515,1.47,5,5,1.89,1.32,2.197767,-11.40176
1.305,1.485,1.47,5,5,1.875,1.32,-0.5603454,-11.40176
1.335,1.455,1.47,5,5,1.86,1.32,-3.330572,-11.25749
1.335,1.455,1.47,5,5,1.86,1.32,-3.330572,-11.25749
1.305,1.485,1.47,5,5,1.875,1.32,-0.5603454,-11.40176
1.245,1.545,1.44,5,5,1.92,1.35,8.559159,-11.02139
1.23,1.56,1.44,5,5,1.95,1.35,10.3621,-11.02139
1.275,1.515,1.425,5,5,1.935,1.365,12.57547,-10.67708
1.305,1.485,1.425,5,5,1.92,1.365,11.64873,-10.67708
1.35,1.44,1.425,5,5,1.905,1.365,10.0389,-10.68508
1.38,1.41,1.44,5,5,1.89,1.35,-5.516696,-10.29897
1.41,1.38,1.44,5,5,1.845,1.35,-6.651341,-10.00249
1.38,1.41,1.44,5,5,1.86,1.35,-5.516696,-10.29897
1.35,1.44,1.44,5,5,5,1.35,90,-11.99828
1.32,1.47,1.44,5,5,5,1.335,90,-11.99828
1.32,1.47,1.44,5,5,5,1.335,90,-11.99828
2.445,0.48,1.77,5,4.68,5,1.14,83.87286,-7.84836
2.445,0.48,1.77,5,4.68,5,1.14,83.87286,-7.84836
2.445,0.48,1.77,5,4.68,5,1.14,83.87286,-7.84836
2.595,0.405,1.935,5,4.56,5,1.05,82.58019,-7.207165
2.73,0.345,2.07,4.98,4.47,5,0.975,81.78014,-6.832757
2.835,0.315,2.235,4.2,4.395,5,0.9,81.46313,-6.678341
2.925,0.3,2.4,3.795,4.32,5,0.825,81.30636,-6.609457
3.015,0.3,2.565,3.615,4.26,5,0.81,81.30636,-6.609457
3.09,0.3,2.76,3.42,4.2,5,0.93,81.30636,-6.609457
3.165,0.33,2.97,3.225,4.14,5,1.065,81.62003,-6.753118
3.24,0.36,3.195,3.045,4.095,5,1.185,81.97746,-6.916047
3.33,0.405,3.435,2.895,4.065,5,1.305,82.58019,-7.207165
3.42,0.465,3.735,2.805,4.05,5,1.395,83.57704,-7.701705
3.525,0.54,4.095,2.685,4.05,5,1.5,85.14948,-8.545848
3.66,0.645,4.5,2.595,4.095,5,1.56,88.06253,-10.42879
3.885,0.765,5,2.535,4.245,4.995,1.62,90,-11.99828
4.455,0.9899999,5,2.565,4.785,4.02,1.62,90,-11.99945
5,1.515,5,2.865,5,3.045,1.545,79.48913,-10.01082
5,2.865,1.35,3.555,5,2.475,1.485,80.0005,-10.00219
5,4.185,1.275,3.795,5,2.415,1.5,80.03197,-9.998846
5,5,1.245,4.14,5,2.325,1.515,80.023,-9.999092
5,5,1.23,4.62,5,2.235,1.515,80.11115,-10.00953
5,5,1.23,5,5,2.145,1.515,-3.407109e-17,-10.00508
5,5,1.26,5,5,2.055,1.485,-3.167249e-17,-10.00198
5,5,1.26,5,5,2.055,1.485,-3.167249e-17,-10.00198
5,5,1.26,5,5,2.055,1.485,-3.167249e-17,-10.00198
5,5,1.26,4.74,4.755,2.055,1.485,-1.500716e-16,-10.05345
5,5,1.26,4.47,4.47,2.04,1.485,-9.523597e-16,-10.00264
4.065,3.165,1.26,4.185,4.185,2.04,1.485,7.217152e-16,-9.99909
1.515,1.26,1.26,3.9,3.915,2.04,1.485,-4.89151e-17,-10.0023
1.5,1.26,1.26,3.63,3.63,2.04,1.485,-1.298164e-15,-10.00346
1.5,1.26,1.26,3.345,3.36,2.04,1.485,-3.352701e-17,-10.00438
1.5,1.245,1.275,3.075,3.075,2.04,1.47,-3.130518e-17,-10.0015
1.5,1.245,1.275,2.79,2.805,2.04,1.47,-3.130518e-17,-10.0015
1.5,1.245,1.275,2.79,2.805,2.04,1.47,-3.130518e-17,-10.0015
1.5,1.245,1.275,2.235,2.235,2.04,1.47,-3.130518e-17,-10.0015
1.485,1.26,1.275,1.965,1.965,2.025,1.47,4.641943e-16,-10.00103
1.485,1.26,1.275,1.68,1.68,2.025,1.47,4.641943e-16,-10.00103
1.485,1.26,1.275,1.41,1.41,1.95,1.47,4.403016e-16,-10.00222
1.485,1.26,1.275,1.125,1.125,1.56,1.47,-2.377844e-17,-10.00041
1.485,1.26,1.275,0.84,0.855,1.17,1.47,-3.52017e-16,-7.680288
1.485,1.26,1.29,0.57,0.57,0.795,1.455,-1.539226e-15,-5.82264
1.485,1.26,1.29,0.36,0.36,0.495,1.455,-3.093819e-16,-5.289469
